SKU;NOMBRE; PRECIO ;FABRICANTE;CATEGORIA-LINEA;SUB-CATEGORIA;DESCRIPCION CORTA;DESCRIPCION LARGA;META TAGS;FICHA TECNICA;IMPUESTO;NOMBRE IMÁGENES DEL PRODUCTO;;;RUTA DE LAS IMAGENES;;;INVENTARIO
270;REMOVEDOR DE ESMALTE CALCIO 60gr                       ; $ 2.900 ;LABORATORIOS GRACE            ;MANOS Y UÑAS;ESMALTES;REMOVEDOR DE ESMALTE CALCIO X 60 (GR)             ;;REMOVEDOR;;IVA 19%;REMOVEDOR DE ESMALTE CALCIO 60gr                       ;REMOVEDOR DE ESMALTE CALCIO 60gr                       ;REMOVEDOR DE ESMALTE CALCIO 60gr                       ;;;;
271;REMOVEDOR DE ESMALTE EN PRESENTACIÓN DE 140ml                     ; $ 5.200 ;LABORATORIOS SAENZ            ;MANOS Y UÑAS;ESMALTES;REMOVEDOR ANDREA X 140                            ;;REMOVEDOR;;IVA 19%;REMOVEDOR DE ESMALTE EN PRESENTACIÓN DE 140ml                     ;REMOVEDOR DE ESMALTE EN PRESENTACIÓN DE 140ml                     ;REMOVEDOR DE ESMALTE EN PRESENTACIÓN DE 140ml                     ;;;;
272;REMOVEDOR DE ESMALTE EN PRESENTACIÓN DE 75ml                                       ; $ 2.700 ;LABORATORIOS SAENZ             ;MANOS Y UÑAS;ESMALTES;REMOVEDOR ANDREA X 75                             ;;REMOVEDOR;;IVA 19%;REMOVEDOR DE ESMALTE EN PRESENTACIÓN DE 75ml                                       ;REMOVEDOR DE ESMALTE EN PRESENTACIÓN DE 75ml                                       ;REMOVEDOR DE ESMALTE EN PRESENTACIÓN DE 75ml                                       ;;;;
273;REMOVEDOR DE ESMALTE VITAMINA E 30gr                   ; $ 2.200 ;LABORATORIOS GRACE            ;MANOS Y UÑAS;ESMALTES;REMOVEDOR DE ESMALTE VITAMINA E X 30 (GR)         ;;REMOVEDOR;;IVA 19%;REMOVEDOR DE ESMALTE VITAMINA E 30gr                   ;REMOVEDOR DE ESMALTE VITAMINA E 30gr                   ;REMOVEDOR DE ESMALTE VITAMINA E 30gr                   ;;;;
274;REMOVEDOR DE ESMALTE VITAMINA E 60gr                   ; $ 2.900 ;LABORATORIOS GRACE            ;MANOS Y UÑAS;ESMALTES;REMOVEDOR DE ESMALTE VITAMINA E X 60 (GR)         ;;REMOVEDOR;;IVA 19%;REMOVEDOR DE ESMALTE VITAMINA E 60gr                   ;REMOVEDOR DE ESMALTE VITAMINA E 60gr                   ;REMOVEDOR DE ESMALTE VITAMINA E 60gr                   ;;;;
275;SET ACEITE DE OLIVA SHAMPOO 420ml + ACONDICONADOR 200ml        ; $ 24.200 ;NEVADA              ;CAPILAR;SHAMPOO;SET OLIVE SHAMPO Y ACOND X 510 (NV)               ;;SHAMPOO;;IVA 19%;SET ACEITE DE OLIVA SHAMPOO 420ml + ACONDICONADOR 200ml        ;SET ACEITE DE OLIVA SHAMPOO 420ml + ACONDICONADOR 200ml        ;SET ACEITE DE OLIVA SHAMPOO 420ml + ACONDICONADOR 200ml        ;;;;
276;SET GINSENG PLUS SHAMPOO 420ml + ACONDICIONADOR 200ml            ; $ 22.400 ;NEVADA              ;CAPILAR;SHAMPOO;SET RAIZ GINSENG SHAMPO Y ACOND X 472 (NV)        ;;SHAMPOO;;IVA 19%;SET GINSENG PLUS SHAMPOO 420ml + ACONDICIONADOR 200ml            ;SET GINSENG PLUS SHAMPOO 420ml + ACONDICIONADOR 200ml            ;SET GINSENG PLUS SHAMPOO 420ml + ACONDICIONADOR 200ml            ;;;;
277;SHAMPOO AMALFI  FAMILIA  1250ML                              ; $ 13.300 ;AMALFI                        ;CAPILAR;SHAMPOO;CHAM AMALFI FAMILIA  1250ML                       ;;SHAMPOO;;IVA 19%;CHAMPU AMALFI  FAMILIA  1250ML                              ;CHAMPU AMALFI  FAMILIA  1250ML                              ;CHAMPU AMALFI  FAMILIA  1250ML                              ;;;;
278;SHAMPOO AMALFI 3 EN 1 750ML                                  ; $ 9.600 ;AMALFI                        ;CAPILAR;SHAMPOO;CHAM AMALFI 3 EN 1 750ML                          ;;SHAMPOO;;IVA 19%;CHAMPU AMALFI 3 EN 1 750ML                                  ;CHAMPU AMALFI 3 EN 1 750ML                                  ;CHAMPU AMALFI 3 EN 1 750ML                                  ;;;;
279;SHAMPOO AMALFI ALOE VERA 750MIL                              ; $ 9.600 ;AMALFI                        ;CAPILAR;SHAMPOO;CHAM AMALFI ALOE VERA 750MIL                      ;;SHAMPOO;;IVA 19%;CHAMPU AMALFI ALOE VERA 750MIL                              ;CHAMPU AMALFI ALOE VERA 750MIL                              ;CHAMPU AMALFI ALOE VERA 750MIL                              ;;;;
280;SHAMPOO AMALFI BEIGE  AVENA NATURAL 750MIL                           ; $ 9.600 ;AMALFI                        ;CAPILAR;SHAMPOO;CHAM AMALFI BEIGE  AVENA 750MIL                   ;;SHAMPOO;;IVA 19%;CHAMPU AMALFI BEIGE  AVENA NATURAL 750MIL                           ;CHAMPU AMALFI BEIGE  AVENA NATURAL 750MIL                           ;CHAMPU AMALFI BEIGE  AVENA NATURAL 750MIL                           ;;;;
281;SHAMPOO AMALFI FRESAS 750MIL                                 ; $ 9.600 ;AMALFI                        ;CAPILAR;SHAMPOO;CHAM AMALFI FRESAS 750MIL                         ;;SHAMPOO;;IVA 19%;CHAMPU AMALFI FRESAS 750MIL                                 ;CHAMPU AMALFI FRESAS 750MIL                                 ;CHAMPU AMALFI FRESAS 750MIL                                 ;;;;
282;SHAMPOO AMALFI K KERATINA 750ML                               ; $ 9.600 ;AMALFI                        ;CAPILAR;SHAMPOO;CHAM AMALFI KERATINA 750MIL                       ;;SHAMPOO;;IVA 19%;CHAMPU AMALFI K KERATINA 750ML                               ;CHAMPU AMALFI K KERATINA 750ML                               ;CHAMPU AMALFI K KERATINA 750ML                               ;;;;
283;SHAMPOO AMALFI MANZANA 750 MIL                               ; $ 9.600 ;AMALFI                        ;CAPILAR;SHAMPOO;CHAM AMALFI MANZANA 750 MIL                       ;;SHAMPOO;;IVA 19%;CHAMPU AMALFI MANZANA 750 MIL                               ;CHAMPU AMALFI MANZANA 750 MIL                               ;CHAMPU AMALFI MANZANA 750 MIL                               ;;;;
284;SHAMPOO AMALFI MELOCOTON 750MIL                              ; $ 9.600 ;AMALFI                        ;CAPILAR;SHAMPOO;CHAM AMALFI MELOCOTON 750MIL                      ;;SHAMPOO;;IVA 19%;CHAMPU AMALFI MELOCOTON 750MIL                              ;CHAMPU AMALFI MELOCOTON 750MIL                              ;CHAMPU AMALFI MELOCOTON 750MIL                              ;;;;
285;SHAMPOO AMALFI NATURAL CREAM 750ML                                ; $ 9.600 ;AMALFI                        ;CAPILAR;SHAMPOO;CHAM AMALFI NATURAL 750MIL                        ;;SHAMPOO;;IVA 19%;CHAMPU AMALFI NATURAL CREAM 750ML                                ;CHAMPU AMALFI NATURAL CREAM 750ML                                ;CHAMPU AMALFI NATURAL CREAM 750ML                                ;;;;
286;SHAMPOO AMALFI VITAMINAS FRUTALES 750MIL                               ; $ 9.600 ;AMALFI                        ;CAPILAR;SHAMPOO;CHAM AMALFI FRUT MIX 750MIL                       ;;SHAMPOO;;IVA 19%;CHAMPU AMALFI VITAMINAS FRUTALES 750MIL                               ;CHAMPU AMALFI VITAMINAS FRUTALES 750MIL                               ;CHAMPU AMALFI VITAMINAS FRUTALES 750MIL                               ;;;;
287;SHAMPOO ANTICASPA CALÉNDULA 1000ml                                 ; $ 17.300 ;HERBACOL                      ;CAPILAR;SHAMPOO;SHAM CALENDULA X 1000 (HB)                        ;;SHAMPOO;;IVA 19%;SHAMPOO ANTICASPA CALÉNDULA 1000ml                                 ;SHAMPOO ANTICASPA CALÉNDULA 1000ml                                 ;SHAMPOO ANTICASPA CALÉNDULA 1000ml                                 ;;;;
288;SHAMPOO ANTICASPA MENTHOL 475ml                       ; $ 22.500 ;NEVADA GROUP                  ;CAPILAR;SHAMPOO;SHAM MENTHOL ANTICASPA  X 400 (NV)                ;;SHAMPOO;;IVA 19%;SHAMPOO ANTICASPA MENTHOL 475ml                       ;SHAMPOO ANTICASPA MENTHOL 475ml                       ;SHAMPOO ANTICASPA MENTHOL 475ml                       ;;;;
289;SHAMPOO ANTICASPA PANTHENOL 475ml                         ; $ 22.500 ;NEVADA GROUP SAS              ;CAPILAR;SHAMPOO;SHAM PNTHENOL CAIDA X 400 (NV)                    ;;SHAMPOO;;IVA 19%;SHAMPOO ANTICASPA PANTHENOL 475ml                         ;SHAMPOO ANTICASPA PANTHENOL 475ml                         ;SHAMPOO ANTICASPA PANTHENOL 475ml                         ;;;;
290;SHAMPOO BIO REPOLARIZADOR X 90 ml           ; $ 5.200 ;LABORATORIO SAENZ             ;CAPILAR;SHAMPOO;SHAM BIO REPOLARIZADOR X 90 ML DOY PACK (AN)      ;;SHAMPOO;;IVA 19%;SHAMPOO BIO REPOLARIZADOR X 90 ML DOY PACK (AN)             ;SHAMPOO BIO REPOLARIZADOR X 90 ML DOY PACK (AN)             ;SHAMPOO BIO REPOLARIZADOR X 90 ML DOY PACK (AN)             ;;;;
291;SHAMPOO COLA DE CABALLO 750ml                         ; $ 6.500 ;BACCIO                        ;CAPILAR;SHAMPOO;SHAM COLA DE CABALLO X 710 (BC)                   ;;SHAMPOO;;IVA 19%;SHAMPOO COLA DE CABALLO 750ml                         ;SHAMPOO COLA DE CABALLO 750ml                         ;SHAMPOO COLA DE CABALLO 750ml                         ;;;;
292;SHAMPOO CON EXTRACTO DE PLANTAS NATURALES CUBRE CANAS 240ml                      ; $ 9.800 ;HERBACOL                      ;CAPILAR;SHAMPOO;SHAM EXTRACTO DE PLANTAS X 240 (HB)               ;;SHAMPOO;;IVA 19%;SHAMPOO CON EXTRACTO DE PLANTAS NATURALES CUBRE CANAS 240ml                      ;SHAMPOO CON EXTRACTO DE PLANTAS NATURALES CUBRE CANAS 240ml                      ;SHAMPOO CON EXTRACTO DE PLANTAS NATURALES CUBRE CANAS 240ml                      ;;;;
293;SHAMPOO CON EXTRACTOS DE PLANTAS NATURALES 1000ml                    ; $ 17.300 ;HERBACOL                      ;CAPILAR;SHAMPOO;SHAM EXTRACTO DE PLANTAS X 1000 (HB)              ;;SHAMPOO;;IVA 19%;SHAMPOO CON EXTRACTOS DE PLANTAS NATURALES 1000ml                    ;SHAMPOO CON EXTRACTOS DE PLANTAS NATURALES 1000ml                    ;SHAMPOO CON EXTRACTOS DE PLANTAS NATURALES 1000ml                    ;;;;
294;SHAMPOO EMBRIÓN DE PATO 750ml                            ; $ 6.500 ;BACCIO                        ;CAPILAR;SHAMPOO;SHAM EMBRION DE PATO 710  (BC)                    ;;SHAMPOO;;IVA 19%;SHAMPOO EMBRIÓN DE PATO 750ml                            ;SHAMPOO EMBRIÓN DE PATO 750ml                            ;SHAMPOO EMBRIÓN DE PATO 750ml                            ;;;;
295;SHAMPOO GUSANO DE SEDA Y KERATINA X 12 UNID X 30            ; $ 20.200 ;LABORATORIO SAENZ             ;CAPILAR;SHAMPOO;SHAM GUSANO DE SEDA Y KERATINA X 12 UNID X 30     ;;SHAMPOO;;IVA 19%;SHAMPOO GUSANO DE SEDA Y KERATINA X 12 UNID X 30            ;SHAMPOO GUSANO DE SEDA Y KERATINA X 12 UNID X 30            ;SHAMPOO GUSANO DE SEDA Y KERATINA X 12 UNID X 30            ;;;;
296;SHAMPOO GUSANO DE SEDA Y KERATINA X 300                     ; $ 13.600 ;LABORATORIO SAENZ             ;CAPILAR;SHAMPOO;SHAM GUSANO DE SEDA Y KERATINA X 300 (AN)         ;;SHAMPOO;;IVA 19%;SHAMPOO GUSANO DE SEDA Y KERATINA X 300                     ;SHAMPOO GUSANO DE SEDA Y KERATINA X 300                     ;SHAMPOO GUSANO DE SEDA Y KERATINA X 300                     ;;;;
297;SHAMPOO HIDRATANTE 300ml                       ; $ 12.600 ;EFFES                         ;CAPILAR;SHAMPOO;SHAM HIDRATANTE X 300 (EF)                        ;;SHAMPOO;;IVA 19%;SHAMPOO HIDRATANTE 300ml                       ;SHAMPOO HIDRATANTE 300ml                       ;SHAMPOO HIDRATANTE 300ml                       ;;;;
298;SHAMPOO KERATINA 750ml                       ; $ 6.500 ;BACCIO                        ;CAPILAR;SHAMPOO;SHAM SHAMPO Y KERATINA X 710 (BC)                 ;;SHAMPOO;;IVA 19%;SHAMPOO KERATINA 750ml                       ;SHAMPOO KERATINA 750ml                       ;SHAMPOO KERATINA 750ml                       ;;;;
299;SHAMPOO MANZANILLA ACLARADOR 1000ml                    ; $ 19.500 ;HERBACOL                      ;CAPILAR;SHAMPOO;SHAM MANZANILLA ACLARADOR X 1000 (HB)             ;;SHAMPOO;;IVA 19%;SHAMPOO MANZANILLA ACLARADOR 1000ml                    ;SHAMPOO MANZANILLA ACLARADOR 1000ml                    ;SHAMPOO MANZANILLA ACLARADOR 1000ml                    ;;;;
300;SHAMPOO NATURAL DE CEBOLLA 280ml                           ; $ 19.800 ;NATURAL CONEXION SAS          ;CAPILAR;SHAMPOO;SHAM DE CEBOLLA X 250 (NX)                        ;;SHAMPOO;;IVA 19%;SHAMPOO NATURAL DE CEBOLLA 280ml                           ;SHAMPOO NATURAL DE CEBOLLA 280ml                           ;SHAMPOO NATURAL DE CEBOLLA 280ml                           ;;;;
301;SHAMPOO NATURAL PIOJIN 280ml                  ; $ 15.000 ;NATURAL CONEXION SAS          ;CAPILAR;SHAMPOO;SHAM PIOJIN RUDA Y CUASIA X 250 (NX)              ;;SHAMPOO;;IVA 19%;SHAMPOO NATURAL PIOJIN 280ml                  ;SHAMPOO NATURAL PIOJIN 280ml                  ;SHAMPOO NATURAL PIOJIN 280ml                  ;;;;
302;SHAMPOO NUTRILISS CON KERATINA 250ml                          ; $ 18.900 ;NATURAL SANT;CAPILAR;SHAMPOO;SHAM NUTRILISS X 250 (NZ)                         ;;SHAMPOO;;IVA 19%;SHAMPOO NTRILISS CON KERATINA 250ml                          ;SHAMPOO NTRILISS CON KERATINA 250ml                          ;SHAMPOO NTRILISS CON KERATINA 250ml                          ;;;;
303;SHAMPOO PROTECTOR COLOR COMPLEMENTO FLASH CUBRE CANAS 240ml                      ; $ 10.200 ;HERBACOL                      ;CAPILAR;SHAMPOO;SHAM PROTECTOR COLOR X 240 (HB)                   ;;SHAMPOO;;IVA 19%;SHAMPOO PROTECTOR COLOR COMPLEMENTO FLASH CUBRE CANAS 240ml                      ;SHAMPOO PROTECTOR COLOR COMPLEMENTO FLASH CUBRE CANAS 240ml                      ;SHAMPOO PROTECTOR COLOR COMPLEMENTO FLASH CUBRE CANAS 240ml                      ;;;;
304;SHAMPOO ROMERO Y QUINA 1000ml                         ; $ 17.300 ;HERBACOL                      ;CAPILAR;SHAMPOO;SHAM ROMERO Y QUINA X 1000 (HB)                   ;;SHAMPOO;;IVA 19%;SHAMPOO ROMERO Y QUINA 1000ml                         ;SHAMPOO ROMERO Y QUINA 1000ml                         ;SHAMPOO ROMERO Y QUINA 1000ml                         ;;;;
305;SHAMPOO TRATAMIENTO CAPILAR CON EMBRIÓN DE PATO CABELLOS CLAROS 600ml                        ; $ 21.700 ;LABORATORIO SAENZ             ;CAPILAR;SHAMPOO;SHAM EMBRIÓN DE PATO CLAROS X 600 (AN)            ;;SHAMPOO;;IVA 19%;SHAMPOO TRATAMIENTO CAPILAR CON EMBRIÓN DE PATO CABELLOS CLAROS 600ml                        ;SHAMPOO TRATAMIENTO CAPILAR CON EMBRIÓN DE PATO CABELLOS CLAROS 600ml                        ;SHAMPOO TRATAMIENTO CAPILAR CON EMBRIÓN DE PATO CABELLOS CLAROS 600ml                        ;;;;
306;SHAMPOO TRATAMIENTO CAPILAR CON EMBRIÓN DE PATO CABELLOS OSCUROS 600ml                  ; $ 21.700 ;LABORATORIO  SAENZ            ;CAPILAR;SHAMPOO;SHAM EMBRIÓN DE PATO OSCUROS X 600 (AN)           ;;SHAMPOO;;IVA 19%;SHAMPOO TRATAMIENTO CAPILAR DE EMBRIÓN DE PATO CABELLOS OSCUROS 600ml                  ;SHAMPOO TRATAMIENTO CAPILAR DE EMBRIÓN DE PATO CABELLOS OSCUROS 600ml                  ;SHAMPOO TRATAMIENTO CAPILAR DE EMBRIÓN DE PATO CABELLOS OSCUROS 600ml                  ;;;;
307;TOALLITAS DESMAQUILLADORAS A BASE DE ALOE VERA 20UND                 ; $ 7.300 ;NEVADA               ;FACIAL;LIMPIADORES FACIALES;TOALLITAS HUMEDAS ALOE VERA 30 PAÑITOS (NV)       ;;TOALLITAS HUMEDAS;;IVA 19%;TOALLITAS  DESMAQUILLADORES A BASE DE ALOE VERA 20UND                 ;TOALLITAS  DESMAQUILLADORES A BASE DE ALOE VERA 20UND                 ;TOALLITAS  DESMAQUILLADORES A BASE DE ALOE VERA 20UND                 ;;;;
308;TOALLITAS DESMAQUILLADORAS A BASE DE PEPINO 20UND                 ; $ 7.300 ;NEVADA               ;FACIAL;LIMPIADORES FACIALES;TOALLITAS HUMEDAS-NNP CUCUMBER 30 PAÑITOS         ;;TOALLITAS HUMEDAS;;IVA 19%;TOALLITAS DESMAQUILLADORES A BASE DE PEPINO 20UND                 ;TOALLITAS DESMAQUILLADORES A BASE DE PEPINO 20UND                 ;TOALLITAS DESMAQUILLADORES A BASE DE PEPINO 20UND                 ;;;;
309;TOALLITAS DESMAQUILLADORAS A BASE DE ROSA MOSQUETA 20UND                    ; $ 7.300 ;NEVADA               ;FACIAL;LIMPIADORES FACIALES;TOALLITAS HUMEDAS-NNP ROSES 30 PAÑITOS            ;;TOALLITAS HUMEDAS;;IVA 19%;TOALLITAS DESMAQUILLADORES A BASE DE ROSA MOSQUETA 20UND                    ;TOALLITAS DESMAQUILLADORES A BASE DE ROSA MOSQUETA 20UND                    ;TOALLITAS DESMAQUILLADORES A BASE DE ROSA MOSQUETA 20UND                    ;;;;
310;TONICO CAPILAR CON EXTRACTOS DE PLANTAS NATURALES CUBRE CANAS 240ml                     ; $ 9.800 ;HERBACOL                      ;CAPILAR;TONICOS;TONICO CUBRECANAS NATURAL X 240 (HB)              ;;TONICOS;;IVA 19%;TONICO CAPILAR CON EXTRACTOS DE PLANTAS NATURALES CUBRE CANAS 240ml                     ;TONICO CAPILAR CON EXTRACTOS DE PLANTAS NATURALES CUBRE CANAS 240ml                     ;TONICO CAPILAR CON EXTRACTOS DE PLANTAS NATURALES CUBRE CANAS 240ml                     ;;;;
311;TONICO CAPILAR FLASH CUBRE CANAS BORGOÑA 240ml                ; $ 14.700 ;HERBACOL                      ;CAPILAR;TONICOS;TONICO CUBRECANAS BORGOÑA X 240 (HB)              ;;TONICOS;;IVA 19%;TONICO CAPILAR FLASH CUBRE CANAS BORGOÑA 240ml                ;TONICO CAPILAR FLASH CUBRE CANAS BORGOÑA 240ml                ;TONICO CAPILAR FLASH CUBRE CANAS BORGOÑA 240ml                ;;;;
312;TONICO CAPILAR FLASH CUBRE CANAS CASTAÑO OSCURO 240ml            ; $ 19.200 ;HERBACOL                      ;CAPILAR;TONICOS;TONICO CUBRECANAS CASTAÑO OSC 240 (HB)            ;;TONICOS;;IVA 19%;TONICO CAPILAR FLASH CUBRE CANAS CASTAÑO OSCURO 240ml            ;TONICO CAPILAR FLASH CUBRE CANAS CASTAÑO OSCURO 240ml            ;TONICO CAPILAR FLASH CUBRE CANAS CASTAÑO OSCURO 240ml            ;;;;
313;TONICO CAPILAR FLASH CUBRE CANAS CHOCOLATE 240ml               ; $ 14.700 ;HERBACOL                      ;CAPILAR;TONICOS;TONICO CUBRECANAS CHOCOLATE X 240 (HB)            ;;TONICOS;;IVA 19%;TONICO CAPILAR FLASH CUBRE CANAS CHOCOLATE 240ml               ;TONICO CAPILAR FLASH CUBRE CANAS CHOCOLATE 240ml               ;TONICO CAPILAR FLASH CUBRE CANAS CHOCOLATE 240ml               ;;;;
314;TONICO CAPILAR FLASH CUBRE CANAS COBRIZO 240ml                ; $ 14.700 ;HERBACOL                      ;CAPILAR;TONICOS;TONICO CUBRECANAS COBRIZO X 240 (HB)              ;;TONICOS;;IVA 19%;TONICO CAPILAR FLASH CUBRE CANAS COBRIZO 240ml                ;TONICO CAPILAR FLASH CUBRE CANAS COBRIZO 240ml                ;TONICO CAPILAR FLASH CUBRE CANAS COBRIZO 240ml                ;;;;
315;TONICO CAPILAR FLASH CUBRE CANAS FOR MEN CASTAÑO OSCURO 240ml              ; $ 19.200 ;HERBACOL                      ;CAPILAR;TONICOS;TONICO CUBRECANAS FORMEN X 240 (HB)               ;;TONICOS;;IVA 19%;TONICO CAPILAR FLASH CUBRE CANAS FOR MEN CASTAÑO OSCURO 240ml              ;TONICO CAPILAR FLASH CUBRE CANAS FOR MEN CASTAÑO OSCURO 240ml              ;TONICO CAPILAR FLASH CUBRE CANAS FOR MEN CASTAÑO OSCURO 240ml              ;;;;
316;TONICO CAPILAR FLASH CUBRE CANAS MIEL 240ml                   ; $ 14.700 ;HERBACOL                      ;CAPILAR;TONICOS;TONICO CUBRECANAS MIEL X 240 (HB)                 ;;TONICOS;;IVA 19%;TONICO CAPILAR FLASH CUBRE CANAS MIEL 240ml                   ;TONICO CAPILAR FLASH CUBRE CANAS MIEL 240ml                   ;TONICO CAPILAR FLASH CUBRE CANAS MIEL 240ml                   ;;;;
317;TONICO CAPILAR FLASH CUBRE CANAS PLATA 240ml                  ; $ 14.700 ;HERBACOL                      ;CAPILAR;TONICOS;TONICO CUBRECANAS PLATA X 240 (HB)                ;;TONICOS;;IVA 19%;TONICO CAPILAR FLASH CUBRE CANAS PLATA 240ml                  ;TONICO CAPILAR FLASH CUBRE CANAS PLATA 240ml                  ;TONICO CAPILAR FLASH CUBRE CANAS PLATA 240ml                  ;;;;
318;TONICO CAPILAR FLASH CUBRE CANAS RUBIO 240ml                     ; $ 14.700 ;HERBACOL                      ;CAPILAR;TONICOS;TONICO CUBRECANAS RUBIO X 240 (HB)                ;;TONICOS;;IVA 19%;TONICO CAPILAR FLASH CUBRE CANAS RUBIO 240ml                     ;TONICO CAPILAR FLASH CUBRE CANAS RUBIO 240ml                     ;TONICO CAPILAR FLASH CUBRE CANAS RUBIO 240ml                     ;;;;
319;TONICO CAPILAR FLASH CUBRE CANAS RUBIO MEDIO 240ml              ; $ 14.700 ;HERBACOL                      ;CAPILAR;TONICOS;TONICO CUBRECANAS RUBIO MEDIO X 240 (HB)          ;;TONICOS;;IVA 19%;TONICO CAPILAR FLASH CUBRE CANAS RUBIO MEDIO 240ml              ;TONICO CAPILAR FLASH CUBRE CANAS RUBIO MEDIO 240ml              ;TONICO CAPILAR FLASH CUBRE CANAS RUBIO MEDIO 240ml              ;;;;
320;TRATAMIENTO  BIO-ARGAN 250ml                       ; $ 28.600 ;NATURAL SANT                  ;CAPILAR;TRATAMIENTO;TRA/TO BIO DE ARGAN 250 MIL                       ;;TRATAMIENTO;;IVA 19%;TRATAMIENTO  BIO-ARGAN 250ml                       ;TRATAMIENTO  BIO-ARGAN 250ml                       ;TRATAMIENTO  BIO-ARGAN 250ml                       ;;;;
321;TRATAMIENTO  RESURRECCION CAPILAR 120                       ; $ 28.200 ;EFFES                         ;CAPILAR;TRATAMIENTO;TRA/TO RESURRECCION CAPILAR 120                   ;;TRATAMIENTO;;IVA 19%;TRATAMIENTO  RESURRECCION CAPILAR 120                       ;TRATAMIENTO  RESURRECCION CAPILAR 120                       ;TRATAMIENTO  RESURRECCION CAPILAR 120                       ;;;;
322;TRATAMIENTO ANTI EDAD FACIAL Y CORPORAL GUSANO DE SEDA Y Q10 200gr   ; $ 15.600 ;NEVADA          ;FACIAL;TRATAMIENTO;TRA/TO ANTI EDAD FACIAL Y CORPORAL CON GUSANO     ;;TRATAMIENTO;;IVA 19%;TRATAMIENTO ANTI EDAD FACIAL Y CORPORAL GUSANO DE SEDA Y Q10 200gr   ;TRATAMIENTO ANTI EDAD FACIAL Y CORPORAL GUSANO DE SEDA Y Q10 200gr   ;TRATAMIENTO ANTI EDAD FACIAL Y CORPORAL GUSANO DE SEDA Y Q10 200gr   ;;;;
323;TRATAMIENTO CAPILAR CON ACEITE DE AGUACATE Y KERATINA 1000ml              ; $ 17.300 ;HERBACOL                      ;CAPILAR;TRATAMIENTO;TRA/TO RINSE DE AGUACATE X 1000 CC (HB)           ;;TRATAMIENTO;;IVA 19%;TRATAMIENTO CAPILAR CON ACEITE DE AGUACATE Y KERATINA 1000ml              ;TRATAMIENTO CAPILAR CON ACEITE DE AGUACATE Y KERATINA 1000ml              ;TRATAMIENTO CAPILAR CON ACEITE DE AGUACATE Y KERATINA 1000ml              ;;;;
324;TRATAMIENTO CAPILAR CON ACEITE DE AGUACATE Y KERATINA 250ml                           ; $ 11.000 ;HERBACOL                      ;CAPILAR;TRATAMIENTO;TRA/TO DE AGUACATE X 250 CC (HB)                  ;;TRATAMIENTO;;IVA 19%;TRATAMIENTO CAPILAR CON ACEITE DE AGUACATE Y KERATINA 250ml                           ;TRATAMIENTO CAPILAR CON ACEITE DE AGUACATE Y KERATINA 250ml                           ;TRATAMIENTO CAPILAR CON ACEITE DE AGUACATE Y KERATINA 250ml                           ;;;;
325;TRATAMIENTO CAPILAR CON ACEITE DE AGUACATE Y KERATINA 500ml                        ; $ 12.500 ;HERBACOL                      ;CAPILAR;TRATAMIENTO;TRA/TO DE AGUACATE X 500 CC                       ;;TRATAMIENTO;;IVA 19%;TRATAMIENTO CAPILAR CON ACEITE DE AGUACATE Y KERATINA 500ml                        ;TRATAMIENTO CAPILAR CON ACEITE DE AGUACATE Y KERATINA 500ml                        ;TRATAMIENTO CAPILAR CON ACEITE DE AGUACATE Y KERATINA 500ml                        ;;;;
326;TRATAMIENTO CAPILAR CON EMBRIÓN DE PATO CABELLO OSCURO 600ml              ; $ 21.500 ;LABORATORIO SAENZ             ;CAPILAR;TRATAMIENTO;TRA/TO EMBRION DE PATO CAB OSCURO X 600           ;;TRATAMIENTO;;IVA 19%;TRATAMIENTO CAPILAR CON EMBRIÓN DE PATO CABELLO OSCURO 600ml              ;TRATAMIENTO CAPILAR CON EMBRIÓN DE PATO CABELLO OSCURO 600ml              ;TRATAMIENTO CAPILAR CON EMBRIÓN DE PATO CABELLO OSCURO 600ml              ;;;;
327;TRATAMIENTO CAPILAR CON EMBRIÓN DE PATO CABELLOS CLAROS 600ml                ; $ 21.500 ;LABORATORIO SAENZ            ;CAPILAR;TRATAMIENTO;TRA/TO EMBRION DE PATO CLAROS X 600 (AN)          ;;TRATAMIENTO;;IVA 19%;TRATAMIENTO CAPILAR CON EMBRIÓN DE PATO CABELLOS CLAROS 600ml                ;TRATAMIENTO CAPILAR CON EMBRIÓN DE PATO CABELLOS CLAROS 600ml                ;TRATAMIENTO CAPILAR CON EMBRIÓN DE PATO CABELLOS CLAROS 600ml                ;;;;
328;TRATAMIENTO CAPILAR LISO INTELIGENTE 240ml                  ; $ 16.000 ;HERBACOL                      ;CAPILAR;TRATAMIENTO;TRA/TO LISSO INTELIGENTE AGUACTATE X 240 (HB)     ;;TRATAMIENTO;;IVA 19%;TRATAMIENTO CAPILAR LISO INTELIGENTE 240ml                  ;TRATAMIENTO CAPILAR LISO INTELIGENTE 240ml                  ;TRATAMIENTO CAPILAR LISO INTELIGENTE 240ml                  ;;;;
329;TRATAMIENTO CAPILAR LISO INTELIGENTE SACHET 15ml            ; $ 29.800 ;HERBACOL                      ;CAPILAR;TRATAMIENTO;TRA/TO SACHET LISSO INT. X 30 UND (HB)            ;;TRATAMIENTO;;IVA 19%;TRATAMIENTO CAPILAR LISO INTELIGENTE SACHET 15ml            ;TRATAMIENTO CAPILAR LISO INTELIGENTE SACHET 15ml            ;TRATAMIENTO CAPILAR LISO INTELIGENTE SACHET 15ml            ;;;;
